File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\src\util\implicitRoles\article.js,getImplicitRoleForArticle(),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\src\util\implicitRoles\aside.js,getImplicitRoleForAside(),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\src\util\implicitRoles\body.js,getImplicitRoleForBody(),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\src\util\implicitRoles\button.js,getImplicitRoleForButton(),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\src\util\implicitRoles\datalist.js,getImplicitRoleForDatalist(),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\src\util\implicitRoles\details.js,getImplicitRoleForDetails(),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\src\util\implicitRoles\dialog.js,getImplicitRoleForDialog(),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\src\util\implicitRoles\dl.js,getImplicitRoleForDl(),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\src\util\implicitRoles\form.js,getImplicitRoleForForm(),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\src\util\implicitRoles\h1.js,getImplicitRoleForH1(),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\src\util\implicitRoles\h2.js,getImplicitRoleForH2(),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\src\util\implicitRoles\h3.js,getImplicitRoleForH3(),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\src\util\implicitRoles\h4.js,getImplicitRoleForH4(),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\src\util\implicitRoles\h5.js,getImplicitRoleForH5(),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\src\util\implicitRoles\h6.js,getImplicitRoleForH6(),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\src\util\implicitRoles\hr.js,getImplicitRoleForHr(),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\src\util\implicitRoles\img.js,getImplicitRoleForImg(attributes),8,6,5,3,2,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\src\util\implicitRoles\input.js,getImplicitRoleForInput(attributes),29,26,11,8,3,3,0,15,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\src\util\implicitRoles\li.js,getImplicitRoleForLi(),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\src\util\implicitRoles\link.js,getImplicitRoleForLink(attributes),6,5,4,3,1,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\src\util\implicitRoles\menu.js,getImplicitRoleForMenu(attributes),10,7,6,3,3,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\src\util\implicitRoles\menuitem.js,getImplicitRoleForMenuitem(attributes),19,16,10,7,3,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\src\util\implicitRoles\meter.js,getImplicitRoleForMeter(),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\src\util\implicitRoles\nav.js,getImplicitRoleForNav(),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\src\util\implicitRoles\ol.js,getImplicitRoleForOl(),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\src\util\implicitRoles\option.js,getImplicitRoleForOption(),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\src\util\implicitRoles\output.js,getImplicitRoleForOutput(),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\src\util\implicitRoles\progress.js,getImplicitRoleForProgress(),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\src\util\implicitRoles\section.js,getImplicitRoleForSection(),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\src\util\implicitRoles\select.js,getImplicitRoleForSelect(),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\src\util\implicitRoles\tbody.js,getImplicitRoleForTbody(),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\src\util\implicitRoles\textarea.js,getImplicitRoleForTextarea(),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\src\util\implicitRoles\tfoot.js,getImplicitRoleForTfoot(),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\src\util\implicitRoles\thead.js,getImplicitRoleForThead(),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\src\util\implicitRoles\ul.js,getImplicitRoleForUl(),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\__mocks__\genInteractives.js,genInteractiveElements(),8,8,6,2,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\__mocks__\genInteractives.js,genInteractiveRoleElements(),6,6,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\__mocks__\genInteractives.js,genNonInteractiveElements(),8,8,6,2,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\__mocks__\genInteractives.js,genNonInteractiveRoleElements(),6,6,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\__mocks__\IdentifierMock.js,IdentifierMock(ident),5,5,3,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\__mocks__\JSXAttributeMock.js,"JSXAttributeMock( prop, value, isExpressionContainer = false )",25,24,12,4,1,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\__mocks__\JSXElementMock.js,"JSXElementMock(tagName, attributes)",12,12,5,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-jsx-a11y\__mocks__\JSXExpressionContainerMock.js,JSXExpressionContainerMock(exp),5,5,3,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-react\index.js,"filterRules(rules, predicate)",8,8,7,3,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-react\index.js,configureAsError(rules),9,9,8,3,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-react\index.js,function(rule),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-react\lib\rules\jsx-no-undef.js,isTagName(name),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-react\lib\rules\jsx-sort-props.js,isCallbackPropName(name),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-react\lib\rules\jsx-tag-spacing.js,"validateClosingSlash(context, node, option)",75,68,39,9,7,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-react\lib\rules\jsx-tag-spacing.js,"validateBeforeSelfClosing(context, node, option)",33,29,19,4,4,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-react\lib\rules\jsx-tag-spacing.js,"validateAfterOpening(context, node, option)",43,38,22,6,5,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-react\lib\rules\no-children-prop.js,isCreateElementWithProps(node),6,6,2,5,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-react\lib\rules\no-danger.js,Object.create(null),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-react\lib\rules\no-danger.js,isDangerous(name),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-react\lib\rules\no-unknown-property.js,isTagName(node),12,11,6,4,0,0,1,1,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-react\lib\rules\no-unknown-property.js,getStandardName(name),13,13,11,6,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-react\lib\rules\sort-comp.js,"getMethodsOrder(defaultConfig, userConfig)",18,15,14,3,3,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-react\lib\rules\void-dom-elements-no-children.js,isVoidDOMElement(elementName),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-react\lib\rules\void-dom-elements-no-children.js,errorMessage(elementName),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-react\lib\util\annotations.js,"isAnnotatedFunctionPropsDeclaration(node, context)",11,9,8,3,2,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-react\lib\util\Components.js,Components(),5,5,6,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-react\lib\util\Components.js,"function(node, confidence)",15,15,11,4,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-react\lib\util\Components.js,function(node),3,3,3,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-react\lib\util\Components.js,"function(node, props)",9,9,7,2,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-react\lib\util\Components.js,function(),37,34,28,11,0,0,3,30,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-react\lib\util\Components.js,function(),9,9,7,3,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-react\lib\util\Components.js,"componentRule(rule, context)",491,359,240,95,42,3,90,567,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-react\lib\util\Components.js,function(rule),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-react\lib\util\getTokenBeforeClosingBracket.js,getTokenBeforeClosingBracket(node),6,6,5,3,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-react\lib\util\pragma.js,getCreateClassFromContext(context),10,9,7,3,0,0,1,4,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-react\lib\util\pragma.js,getFromContext(context),10,9,7,3,0,0,1,4,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-react\lib\util\pragma.js,getFromNode(node),6,6,5,3,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-react\lib\util\variable.js,"findVariable(variables, name)",4,4,4,2,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-react\lib\util\variable.js,"getVariable(variables, name)",4,4,4,2,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-react\lib\util\variable.js,variablesInScope(context),17,15,12,4,2,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-react\lib\util\version.js,getFromContext(context),10,9,8,3,0,0,1,4,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint-plugin-react\lib\util\version.js,"test(context, methodVer)",10,9,9,2,1,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\espree\espree.js,assign(target),12,10,7,4,2,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\espree\espree.js,resetExtra(),14,14,4,0,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\espree\espree.js,normalizeEcmaVersion(ecmaVersion),25,20,10,5,3,0,2,20,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\espree\espree.js,isValidNode(node),17,14,6,4,3,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\espree\espree.js,esprimaFinishNode(result),45,30,22,9,9,0,6,46,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\espree\espree.js,isValidToken(parser),22,17,9,6,4,0,1,1,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\espree\espree.js,wrapFinishNode(finishNode),5,5,5,2,0,1,0,4,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\espree\espree.js,function(instance),193,120,101,34,32,6,41,262,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\espree\espree.js,"tokenize(code, options)",74,54,43,7,16,0,4,12,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\espree\espree.js,"convertAcornCommentToEsprimaComment(block, text, start, end, startLoc, endLoc)",20,17,11,3,3,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\espree\espree.js,"parse(code, options)",138,104,74,23,24,0,10,85,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\espree\lib\token-translator.js,"convertTemplatePart(tokens, code)",23,19,12,3,4,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\espree\lib\token-translator.js,"TokenTranslator(acornTokTypes, code)",14,5,5,0,5,0,4,14,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\esprima\bin\esparse.js,showUsage(),15,15,15,0,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\esprima\bin\esparse.js,run(content),3,3,3,0,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\esprima\bin\esvalidate.js,showUsage(),10,10,10,0,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\esprima\bin\esvalidate.js,"run(fname, content)",66,56,40,5,10,1,0,4,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\esprima\bin\esvalidate.js,function(),12,10,7,3,2,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\esprima\dist\esprima.js,function(),4753,4536,3536,743,36,154,181,1173,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\esprima\dist\esprima.js,function(),4,4,4,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\esprima\dist\esprima.js,function(),9,9,8,2,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\esprima\dist\esprima.js,function(),172,149,116,22,0,2,23,96,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\esprima\dist\esprima.js,"function(module, exports)",17,9,8,1,3,1,5,53,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\esprima\dist\esprima.js,"function(module, exports)",61,55,49,6,3,1,3,11,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\esprima\dist\esprima.js,"function(module, exports)",67,63,6,0,3,1,1,8,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\esprima\dist\esprima.js,"function(module, exports, __webpack_require__)",342,333,222,70,1,2,8,38,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\esprima\dist\esprima.js,function(),22,20,15,7,0,0,2,11,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\estraverse\gulpfile.js,inc(importance),15,9,4,1,0,0,6,39,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\estraverse\gulpfile.js,function(),1,1,1,0,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\estraverse\gulpfile.js,function(),1,1,1,0,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\etag\index.js,entitytag(entity),19,13,2,4,3,0,3,10,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\etag\index.js,"etag(entity, options)",24,17,3,6,4,0,3,8,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\etag\index.js,isstats(obj),12,9,2,3,1,0,2,4,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\etag\index.js,stattag(stat),5,4,1,1,1,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\event-emitter\all-off.js,function(emitter ),12,10,9,4,2,1,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\event-emitter\emit-error.js,function(err),5,5,5,2,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\event-emitter\has-listeners.js,function(obj ),8,8,7,3,0,1,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\event-emitter\index.js,"function(type, listener)",17,14,13,3,3,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\event-emitter\index.js,"function(type, listener)",12,10,10,1,2,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\event-emitter\index.js,"function(type, listener)",26,22,16,8,4,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\event-emitter\index.js,function(type),36,33,25,10,3,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\event-emitter\pipe.js,"function(e1, e2 )",29,27,25,6,2,1,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\event-emitter\unify.js,"function(e1, e2)",40,40,35,7,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\event-emitter\benchmark\many-on.js,"function(a, b)",2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\event-emitter\benchmark\single-on.js,"function(a, b)",2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\event-emitter\test\all-off.js,"function(t, a)",43,41,41,0,2,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\event-emitter\test\emit-error.js,"function(t, a)",8,7,9,0,1,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\event-emitter\test\has-listeners.js,function(t),37,34,38,1,3,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\event-emitter\test\index.js,"function(t, a)",104,89,92,0,15,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\event-emitter\test\pipe.js,"function(t, a)",48,41,44,0,7,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\event-emitter\test\unify.js,function(t),118,100,116,1,18,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\exit-hook\index.js,"exit(exit, signal)",14,11,9,2,3,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\exit-hook\index.js,function(cb),8,7,6,1,1,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\express\lib\application.js,init(),6,5,8,0,1,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\express\lib\application.js,defaultConfiguration(),57,38,28,3,11,0,8,23,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\express\lib\application.js,lazyrouter(),10,9,6,1,1,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\express\lib\application.js,"handle(req, res, callback)",17,12,9,1,3,0,2,4,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\express\lib\application.js,use(fn),55,37,29,7,11,0,7,25,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\express\lib\application.js,route(path),3,3,3,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\express\lib\application.js,"engine(ext, fn)",14,9,6,3,3,0,2,5,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\express\lib\application.js,"param(name, fn)",14,10,8,4,4,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\express\lib\application.js,"set(setting, val)",32,22,15,7,6,0,4,10,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\express\lib\application.js,path(),4,4,2,2,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\express\lib\application.js,enabled(setting),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\express\lib\application.js,disabled(setting),2,2,2,1,0,0,0,0,
