File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\comma-dangle.js,338,211,96,31,38,0,89,493,4,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\comma-spacing.js,184,115,66,15,32,0,37,187,4,19
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\comma-style.js,298,189,108,27,39,0,70,381,4,22
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\complexity.js,169,97,43,8,24,0,48,159,5,31
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\computed-property-spacing.js,177,111,57,15,21,1,45,269,4,15
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\consistent-return.js,189,113,61,10,27,0,49,248,4,15
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\consistent-this.js,142,85,54,10,21,0,36,212,4,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\constructor-super.js,386,215,120,37,58,0,113,593,4,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\curly.js,397,225,142,43,59,0,113,810,4,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\default-case.js,91,49,31,7,20,0,22,64,4,14
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\dot-location.js,89,53,33,4,16,0,20,97,4,14
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\dot-notation.js,124,93,49,11,19,0,12,55,4,22
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\eol-last.js,95,64,31,6,14,0,17,62,4,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\eqeqeq.js,181,108,57,14,25,0,48,262,4,23
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\func-call-spacing.js,158,98,47,8,18,1,42,249,4,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\func-name-matching.js,194,121,71,19,25,0,48,229,4,29
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\func-names.js,115,69,36,8,18,0,28,158,4,21
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\func-style.js,90,67,41,6,16,0,7,20,4,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\generator-star-spacing.js,149,94,55,14,21,0,34,187,4,19
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\global-require.js,76,46,24,7,13,0,17,105,4,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\guard-for-in.js,43,21,13,2,11,0,11,47,4,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\handle-callback-err.js,90,47,26,8,16,0,27,150,4,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\id-blacklist.js,118,60,33,8,23,0,35,179,5,24
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\id-length.js,117,92,47,9,15,1,10,46,5,28
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\id-match.js,141,84,45,12,26,0,31,149,4,13
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\indent.js,1123,715,420,100,175,8,233,1485,7,33
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\init-declarations.js,138,97,44,10,18,0,23,96,4,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\jsx-quotes.js,90,57,29,6,14,0,19,67,4,19
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\key-spacing.js,640,431,226,51,70,10,139,835,4,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\keyword-spacing.js,585,310,164,28,69,0,206,1031,4,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\line-comment-position.js,112,86,48,8,16,0,10,23,4,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\linebreak-style.js,97,55,29,5,19,0,23,69,4,15
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\lines-around-comment.js,381,227,135,31,57,0,97,573,4,13
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\lines-around-directive.js,192,116,64,15,27,0,49,328,4,14
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\max-depth.js,149,95,37,6,20,0,34,104,4,23
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\max-len.js,364,198,106,19,54,1,112,628,4,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\max-lines.js,145,100,63,12,25,0,20,87,4,13
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\max-nested-callbacks.js,113,67,34,6,19,0,27,69,4,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\max-params.js,97,67,29,5,14,0,16,52,4,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\max-statements-per-line.js,193,125,42,7,22,0,46,197,4,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\max-statements.js,171,104,52,7,26,0,41,140,4,21
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\multiline-ternary.js,84,50,28,6,13,0,21,70,4,15
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\new-cap.js,272,157,100,27,50,0,65,350,4,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\new-parens.js,59,33,19,3,13,1,13,36,4,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\newline-after-var.js,249,112,70,23,43,0,94,557,4,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\newline-before-return.js,204,102,70,28,30,1,72,445,4,15
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\newline-per-chained-call.js,87,57,33,5,15,0,15,71,5,23
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-alert.js,132,61,41,13,25,0,46,244,4,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-array-constructor.js,48,26,12,2,9,0,13,46,4,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-await-in-loop.js,76,51,23,5,10,0,15,134,4,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-bitwise.js,110,61,31,5,14,0,35,170,4,14
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-caller.js,40,22,14,2,11,0,7,21,4,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-case-declarations.js,58,37,19,7,9,0,12,61,4,20
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-catch-shadow.js,68,28,19,4,16,0,24,85,4,21
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-class-assign.js,55,26,17,1,12,0,17,72,4,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-compare-neg-zero.js,54,31,17,4,7,0,16,55,4,20
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-cond-assign.js,136,81,39,11,22,0,33,218,4,19
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-confusing-arrow.js,67,34,22,3,12,0,21,89,5,24
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-console.js,131,71,37,6,19,0,41,190,4,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-const-assign.js,48,26,18,2,10,0,12,48,4,19
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-constant-condition.js,155,87,42,18,27,0,41,177,4,15
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-continue.js,33,18,11,1,8,0,7,19,4,15
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-control-regex.js,127,75,52,14,29,1,23,113,4,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-debugger.js,33,18,11,1,8,0,7,21,4,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-delete-var.js,36,20,12,2,9,0,7,18,4,14
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-div-regex.js,39,22,14,2,10,0,7,22,4,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-dupe-args.js,74,34,19,4,15,0,25,84,4,13
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-dupe-class-members.js,110,64,49,7,19,1,27,181,4,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-dupe-keys.js,136,73,47,9,24,0,39,169,4,19
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-duplicate-case.js,44,27,20,2,9,0,8,24,5,20
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-duplicate-imports.js,138,72,43,11,19,0,47,301,4,13
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-else-return.js,236,106,70,23,39,0,91,521,4,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-empty-character-class.js,58,23,15,2,13,0,22,119,4,21
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-empty-function.js,157,98,54,18,21,0,38,152,4,13
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-empty-pattern.js,37,25,16,3,5,0,7,18,4,14
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-empty.js,79,49,30,6,17,0,13,58,4,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-eq-null.js,40,22,13,2,10,0,8,24,5,20
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-eval.js,309,176,93,24,48,0,85,415,4,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-ex-assign.js,46,24,16,1,10,0,12,46,4,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-extend-native.js,118,80,41,8,24,0,14,47,4,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-extra-bind.js,146,72,33,6,18,0,56,252,4,15
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-extra-boolean-cast.js,123,79,37,13,23,0,21,94,4,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-extra-label.js,141,78,33,7,17,0,46,189,4,13
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-extra-parens.js,665,433,244,83,101,0,131,778,4,13
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-extra-semi.js,119,62,30,5,17,1,40,207,4,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-fallthrough.js,136,72,45,7,20,0,44,237,4,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-floating-decimal.js,51,34,16,4,10,0,7,25,4,21
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-func-assign.js,64,31,20,2,11,0,22,96,4,19
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-global-assign.js,84,51,25,3,12,0,21,109,4,19
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-implicit-coercion.js,295,175,100,26,43,0,77,498,4,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-implicit-globals.js,56,37,28,4,12,0,7,21,4,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-implied-eval.js,161,72,42,11,29,0,60,358,4,19
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-inline-comments.js,65,29,19,2,16,0,20,89,4,13
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-inner-declarations.js,88,53,26,7,17,0,18,78,4,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-invalid-regexp.js,107,67,38,6,18,0,22,70,4,15
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-invalid-this.js,123,64,34,4,20,0,39,181,4,20
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-irregular-whitespace.js,253,136,93,14,40,0,77,455,5,30
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-iterator.js,39,22,12,2,10,0,7,20,4,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-label-var.js,68,25,16,3,17,0,26,84,4,20
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-labels.js,142,91,51,14,19,0,32,132,4,12
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-lone-blocks.js,113,67,45,10,20,0,26,145,4,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-lonely-if.js,83,57,26,7,14,0,12,73,4,20
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-loop-func.js,199,99,53,24,33,0,67,391,4,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-magic-numbers.js,150,100,48,11,16,0,34,211,4,19
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-mixed-operators.js,210,123,55,7,20,0,67,329,4,14
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-mixed-requires.js,217,124,73,23,43,1,50,244,4,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-mixed-spaces-and-tabs.js,144,82,55,19,27,1,35,182,4,15
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-multi-assign.js,42,23,12,2,9,0,10,23,4,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-multi-spaces.js,148,93,55,15,26,1,29,161,4,14
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-multi-str.js,56,24,15,3,13,0,19,63,4,15
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-multiple-empty-lines.js,128,92,55,10,19,0,17,114,5,19
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-native-reassign.js,88,53,25,3,13,0,22,114,5,24
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-negated-condition.js,83,41,26,8,11,0,31,164,4,14
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-negated-in-lhs.js,39,22,12,2,9,0,8,28,5,24
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-nested-ternary.js,35,21,12,2,7,0,7,19,4,15
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-new-func.js,46,20,11,1,10,0,16,41,4,15
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-new-object.js,36,20,12,2,9,0,7,22,4,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-new-require.js,36,20,12,2,9,0,7,24,4,20
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-new-symbol.js,44,27,18,3,10,0,7,24,4,20
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-new-wrappers.js,38,21,14,2,10,0,7,21,4,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-new.js,34,18,11,1,8,0,8,28,5,24
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-obj-calls.js,40,23,15,3,10,0,7,30,4,26
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-octal-escape.js,48,27,19,4,13,0,8,29,4,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-octal.js,36,20,12,2,9,0,7,19,4,15
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-param-reassign.js,172,107,58,21,26,0,39,207,4,13
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-path-concat.js,50,26,14,2,14,0,10,24,4,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-plusplus.js,62,42,21,3,12,0,8,28,5,24
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-process-env.js,40,22,13,2,11,0,7,17,4,13
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-process-exit.js,36,18,11,1,8,0,10,21,4,14
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-proto.js,39,22,12,2,10,0,7,19,4,15
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-prototype-builtins.js,55,35,17,3,8,0,12,44,4,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-redeclare.js,102,62,36,6,15,0,25,95,4,20
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-regex-spaces.js,115,58,34,6,19,0,38,156,4,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-restricted-globals.js,80,46,30,6,12,0,22,104,4,13
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-restricted-imports.js,86,66,35,6,12,0,8,28,4,14
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-restricted-modules.js,109,74,40,9,15,0,20,107,4,14
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-restricted-properties.js,166,125,77,11,20,1,21,115,4,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-restricted-syntax.js,63,48,27,2,8,0,7,21,4,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-return-assign.js,72,44,26,4,13,0,15,33,4,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-return-await.js,95,59,35,17,11,1,25,200,4,12
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-script-url.js,42,23,14,3,10,0,9,27,6,23
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-self-assign.js,213,136,65,21,26,0,51,274,4,19
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-self-compare.js,41,23,13,2,10,0,8,27,5,23
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-sequences.js,111,56,31,8,20,0,35,194,4,15
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-shadow-restricted-names.js,70,48,28,4,9,0,13,48,4,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-shadow.js,189,107,55,10,28,0,54,319,4,20
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-spaced-func.js,76,47,20,4,13,0,16,66,5,21
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-sparse-arrays.js,44,21,13,2,13,0,10,19,4,12
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-sync.js,42,24,12,1,10,0,8,27,5,23
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-tabs.js,44,27,17,2,7,0,10,23,4,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-template-curly-in-string.js,38,24,15,2,7,0,7,21,4,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-ternary.js,35,18,11,1,10,0,7,20,4,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-this-before-super.js,300,150,83,19,40,0,110,536,4,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-throw-literal.js,44,25,17,3,12,0,7,22,4,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-trailing-spaces.js,138,78,45,6,27,0,33,170,4,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-undef-init.js,60,38,20,5,14,0,8,25,4,15
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-undef.js,72,45,25,3,12,1,15,63,4,15
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-undefined.js,78,42,26,3,17,0,19,77,4,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-underscore-dangle.js,177,98,47,9,23,0,56,230,4,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-unexpected-multiline.js,83,45,33,5,17,0,21,80,4,25
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-unmodified-loop-condition.js,367,179,115,35,57,1,131,710,4,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-unneeded-ternary.js,144,88,51,15,22,0,34,231,4,12
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-unreachable.js,211,116,57,13,31,0,64,325,4,19
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-unsafe-finally.js,105,62,36,11,14,0,29,136,4,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-unsafe-negation.js,81,43,24,5,13,0,25,101,4,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\eslint\lib\rules\no-unused-expressions.js,127,79,41,18,17,0,31,194,4,18
