Folder,Files,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\hosted-git-info,3,331,286,86,52,34,24,11,112,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\http-errors,6,1067,597,136,121,237,6,233,719,34,88
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\http-errors\node_modules,5,806,448,107,94,186,6,172,527,28,70
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\http-errors\node_modules\depd,5,806,448,107,94,186,6,172,527,28,70
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\http-errors\node_modules\depd\lib,4,285,145,38,26,65,0,75,216,20,52
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\http-errors\node_modules\depd\lib\browser,1,78,35,9,7,18,0,25,86,5,13
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\http-errors\node_modules\depd\lib\compat,3,207,110,29,19,47,0,50,130,15,39
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\iconv-lite,13,2649,1952,1038,254,436,100,261,2538,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\iconv-lite\encodings,9,2109,1576,748,170,317,87,216,2195,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\iconv-lite\lib,4,540,376,290,84,119,13,45,343,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\ignore,1,426,220,150,50,78,3,128,865,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\imurmurhash,2,151,89,84,14,22,1,40,202,22,82
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\inflight,1,55,40,12,8,7,0,8,79,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\inherits,2,32,28,15,2,2,0,2,12,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\inquirer,20,2202,1204,1072,169,500,3,498,2113,32,77
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\inquirer\lib,20,2202,1204,1072,169,500,3,498,2113,32,77
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\inquirer\lib\objects,3,187,102,89,21,35,0,50,235,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\inquirer\lib\prompts,8,1345,727,649,94,330,1,288,998,25,55
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\inquirer\lib\ui,3,283,160,142,21,60,2,63,300,3,8
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\inquirer\lib\utils,5,307,178,155,30,58,0,71,479,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\interpret,1,142,135,48,1,3,0,4,32,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\ipaddr.js,2,626,570,516,137,56,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\ipaddr.js\lib,1,625,569,439,137,56,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\is-arrayish,1,11,8,6,3,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\is-builtin-module,1,11,8,7,2,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\is-callable,2,162,135,130,12,24,3,3,16,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\is-date-object,2,55,46,51,4,9,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\is-fullwidth-code-point,1,47,27,8,5,5,3,15,76,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\is-my-ip-valid,2,118,83,17,30,34,1,1,10,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\is-my-json-valid,9,1441,1227,497,150,207,4,7,53,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\is-my-json-valid\test,5,764,678,290,13,84,3,2,13,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\is-my-json-valid\test\fixtures,1,84,82,23,0,2,1,0,3,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\is-path-cwd,1,7,5,5,1,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\is-path-in-cwd,1,7,5,5,1,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\is-path-inside,1,15,11,10,3,4,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\is-property,1,5,5,1,1,0,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\is-regex,2,99,84,84,9,15,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\is-resolvable,1,17,13,11,3,4,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\is-symbol,2,135,118,105,14,16,0,1,6,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\is-symbol\test,1,107,94,83,6,13,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\isarray,2,27,19,22,1,8,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jquery,113,30684,19942,14381,4403,5769,20,4973,33540,46,420
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jquery\dist,5,19041,12251,9393,2785,3607,8,3183,21550,31,345
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jquery\external,2,2276,1469,1103,377,346,1,461,2724,11,41
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jquery\external\sizzle,2,2276,1469,1103,377,346,1,461,2724,11,41
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jquery\external\sizzle\dist,2,2276,1469,1103,377,346,1,461,2724,11,41
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jquery\src,106,9367,6222,3885,1241,1816,11,1329,9266,4,34
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jquery\src\ajax,8,480,317,202,46,89,0,74,503,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jquery\src\ajax\var,3,18,12,12,3,6,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jquery\src\attributes,5,699,497,306,113,138,0,64,403,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jquery\src\core,13,601,356,241,70,145,0,100,688,1,4
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jquery\src\core\var,1,7,4,4,1,2,0,1,4,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jquery\src\css,12,494,315,215,62,107,1,72,589,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jquery\src\css\var,6,102,55,42,12,26,0,21,187,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jquery\src\data,4,199,107,71,23,39,0,53,297,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jquery\src\data\var,3,36,18,14,4,9,0,9,22,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jquery\src\deferred,1,22,12,8,1,6,0,4,37,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jquery\src\effects,2,140,104,72,15,23,0,13,114,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jquery\src\event,5,321,223,136,33,66,0,32,282,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jquery\src\exports,2,62,30,20,6,16,0,16,157,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jquery\src\manipulation,9,270,167,108,27,69,0,34,219,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jquery\src\manipulation\var,3,18,12,12,3,6,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jquery\src\queue,1,25,18,14,2,5,1,2,18,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jquery\src\traversing,4,148,112,73,36,30,0,6,47,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jquery\src\traversing\var,3,50,37,26,11,13,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jquery\src\var,19,152,100,82,21,43,0,9,57,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\js-tokens,1,24,4,6,0,2,1,18,102,2,11
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\js-yaml,33,7913,5671,4384,1194,1748,345,494,4235,27,156
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\js-yaml\bin,1,133,82,57,8,41,0,10,27,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\js-yaml\dist,2,3907,2811,2376,593,854,173,242,2106,0,4
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\js-yaml\lib,29,3865,2775,1948,593,848,172,242,2102,27,152
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\js-yaml\lib\js-yaml,28,3825,2746,1920,592,839,172,240,2091,27,152
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\js-yaml\lib\js-yaml\schema,5,118,58,20,0,35,0,25,148,25,148
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\js-yaml\lib\js-yaml\type,16,936,652,444,153,228,27,56,396,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\js-yaml\lib\js-yaml\type\js,3,177,120,73,29,39,2,18,122,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\json-stable-stringify,11,346,285,332,39,60,0,1,10,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\json-stable-stringify\example,4,24,18,25,2,6,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\json-stable-stringify\test,6,237,194,236,14,42,0,1,10,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jsonify,5,465,358,242,78,59,9,48,428,0,6
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jsonify\lib,2,429,330,222,76,51,9,48,428,0,6
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jsonify\test,2,33,26,18,2,7,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jsonpointer,1,94,77,19,25,15,0,2,10,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jsx-ast-utils,71,3966,2655,2352,222,849,41,462,2791,55,298
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jsx-ast-utils\__tests__,9,2039,1474,1559,3,539,5,26,123,10,32
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jsx-ast-utils\__tests__\src,8,2019,1459,1546,0,534,5,26,123,10,32
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jsx-ast-utils\lib,26,1074,651,480,114,205,13,218,1324,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jsx-ast-utils\lib\values,19,763,458,334,81,139,13,166,1031,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jsx-ast-utils\lib\values\expressions,16,662,405,292,73,122,13,135,867,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jsx-ast-utils\src,26,833,520,303,105,95,13,218,1324,45,246
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jsx-ast-utils\src\values,19,531,308,208,75,57,13,166,1031,39,222
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\jsx-ast-utils\src\values\expressions,16,460,277,183,68,48,13,135,867,28,167
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\kuende-livestamp,1,139,111,80,18,25,0,3,19,1,11
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\levn,5,825,815,538,185,5,0,5,20,5,20
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\levn\lib,5,825,815,538,185,5,0,5,20,5,20
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\load-json-file,1,12,9,9,0,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\locate-path,2,43,35,30,6,8,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\locate-path\node_modules,1,18,15,14,2,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\locate-path\node_modules\path-exists,1,18,15,14,2,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\lodash,1046,44842,17322,12124,3256,4443,8,23077,110104,973,4401
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\lodash\fp,415,3188,2160,1394,90,823,0,205,1169,6,24
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\media-typer,1,271,122,36,29,49,0,100,464,28,199
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\merge-descriptors,1,61,22,6,6,13,0,26,87,6,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\methods,1,70,38,9,3,10,0,22,57,6,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\mime,4,191,98,89,8,38,11,55,227,3,6
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\mime-db,1,12,1,0,0,3,0,8,17,8,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\mime-types,1,189,89,21,30,41,1,59,188,6,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\mime\build,2,73,42,42,1,14,10,17,41,3,6
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\minimatch,1,924,557,135,132,144,3,223,1599,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\minimist,10,692,594,459,29,90,0,8,26,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\minimist\example,1,3,2,2,0,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\minimist\test,8,501,435,327,0,61,0,5,11,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\mkdirp,18,615,498,451,31,99,0,18,152,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\mkdirp\bin,1,34,27,20,4,7,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\mkdirp\examples,1,7,5,3,1,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\mkdirp\test,15,475,390,366,8,75,0,10,86,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment,357,55174,48806,21139,6791,4337,1208,2031,28994,544,9487
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\locale,122,11185,10181,3453,1312,825,261,179,3525,121,484
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\min,5,23962,21871,8875,2895,1401,578,690,15837,0,6663
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src,227,15506,13292,6238,1824,1385,315,829,7505,422,2338
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\lib,104,5075,3889,3229,757,834,45,352,2108,4,21
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\lib\create,12,819,636,499,112,119,1,64,470,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\lib\duration,13,624,473,382,69,105,12,46,402,1,3
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\lib\format,1,93,71,59,21,17,0,5,21,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\lib\locale,14,608,472,340,75,95,1,41,243,1,3
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\lib\moment,19,851,674,559,137,121,11,56,327,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\lib\parse,2,89,68,72,11,18,16,3,79,0,3
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\lib\units,20,1712,1272,1154,266,311,3,129,510,1,3
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\lib\utils,23,279,223,164,66,48,1,8,56,1,9
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale,122,10335,9326,2964,1067,538,261,471,5337,413,2296
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\ms,1,153,101,50,27,12,0,40,116,3,4
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\mute-stream,2,349,296,59,18,45,0,8,58,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\mute-stream\test,1,208,184,30,2,22,0,2,13,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\natural-compare,1,58,39,10,8,12,4,7,25,7,21
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\ncp,2,459,401,320,71,54,2,4,42,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\ncp\lib,1,262,231,166,61,27,2,4,42,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\ncp\test,1,197,170,154,10,27,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator,5,955,493,344,127,191,1,271,763,35,120
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\lib,4,830,419,280,109,167,1,244,684,28,96
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\next-tick,2,95,78,76,20,12,1,5,19,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\next-tick\test,1,23,20,23,0,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\normalize-package-data,5,507,448,143,114,50,1,9,77,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\normalize-package-data\lib,5,507,448,143,114,50,1,9,77,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\number-is-nan,1,5,4,4,1,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object-assign,1,91,65,52,21,15,1,11,38,5,7
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object-keys,3,165,145,94,31,16,0,4,12,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object-keys\test,1,6,3,3,0,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object.assign,11,1008,813,796,137,161,2,34,270,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object.assign\dist,1,493,401,337,91,73,2,19,130,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object.assign\test,4,342,279,341,6,57,0,6,66,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\on-finished,1,197,80,18,20,42,0,75,215,6,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\once,1,43,38,9,8,5,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\onetime,1,32,24,21,6,8,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core,28,16223,11589,9288,1561,1774,200,2860,13779,18,58
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\browser,1,10925,8212,6655,1295,1098,170,1615,8305,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist,11,2767,1763,1314,154,407,8,597,2651,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\sdk-wrapper,4,736,429,372,37,120,1,187,854,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\sample-app,4,454,389,268,3,58,8,7,49,1,8
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\sample-app\src,4,454,389,268,3,58,8,7,49,1,8
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\src,11,2011,1203,1050,109,211,10,597,2683,17,50
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\src\sdk-wrapper,4,549,298,281,26,64,1,187,854,4,10
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-annotation,18,7123,5397,4576,424,977,84,749,5634,17,487
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-annotation\css,1,235,200,150,0,33,16,2,23,1,2
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-annotation\dist,3,2865,2159,1781,182,412,36,294,2539,2,323
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-annotation\src,2,2628,1957,1370,182,379,19,292,2202,9,30
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-annotation\templates,1,7,1,9,0,2,1,4,120,4,120
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-annotation\test,10,1328,1055,1265,60,150,8,123,672,1,12
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-annotation\test\components,1,323,200,144,20,60,2,63,331,1,6
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-annotation\test\coverage,8,754,650,958,38,56,2,48,282,0,6
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-annotation\test\coverage\report-html,4,377,325,479,19,28,1,24,141,0,3
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-annotation\test\coverage\report-lcov,4,377,325,479,19,28,1,24,141,0,3
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-annotation\test\coverage\report-lcov\lcov-report,4,377,325,479,19,28,1,24,141,0,3
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-archiving,6,631,513,452,21,87,5,31,162,1,4
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-archiving\css,2,209,183,149,0,19,1,7,28,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-archiving\dist,2,186,143,163,12,31,2,12,67,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-archiving\src,1,211,168,129,9,31,2,12,67,1,4
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-screen-sharing,17,2627,2018,1997,152,359,28,250,1246,4,25
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-screen-sharing\css,1,108,101,84,0,6,0,1,3,1,3
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-screen-sharing\dist,3,662,502,445,46,108,8,52,258,1,3
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-screen-sharing\src,2,553,400,265,46,102,8,51,255,1,7
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-screen-sharing\test,10,1238,984,1199,60,142,8,112,646,1,12
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-screen-sharing\test\components,1,323,200,144,20,60,2,63,331,1,6
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-screen-sharing\test\coverage,8,754,650,958,38,56,2,48,282,0,6
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-screen-sharing\test\coverage\report-html,4,377,325,479,19,28,1,24,141,0,3
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-screen-sharing\test\coverage\report-lcov,4,377,325,479,19,28,1,24,141,0,3
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-screen-sharing\test\coverage\report-lcov\lcov-report,4,377,325,479,19,28,1,24,141,0,3
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-solutions-css,1,1160,992,792,0,153,17,15,84,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-solutions-logging,3,197,133,141,25,20,5,44,209,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-solutions-logging\dist,1,1,1,30,0,0,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-solutions-logging\src,1,181,121,102,24,16,5,44,209,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-text-chat,15,3925,3295,2806,122,474,12,156,746,2,14
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-text-chat\css,1,866,769,466,0,97,2,0,2,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-text-chat\dist,3,1476,1241,925,41,198,3,37,190,1,4
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-text-chat\src,1,609,471,346,41,101,1,37,188,1,4
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-text-chat\test,9,909,784,1065,40,77,2,48,282,0,6
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-text-chat\test\coverage,8,754,650,958,38,56,2,48,282,0,6
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-text-chat\test\coverage\report-html,4,377,325,479,19,28,1,24,141,0,3
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-text-chat\test\coverage\report-lcov,4,377,325,479,19,28,1,24,141,0,3
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-text-chat\test\coverage\report-lcov\lcov-report,4,377,325,479,19,28,1,24,141,0,3
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\optionator,3,769,763,606,165,3,0,3,12,3,12
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\optionator\lib,3,769,763,606,165,3,0,3,12,3,12
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\os-homedir,1,25,18,14,7,7,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\p-limit,1,43,35,29,4,8,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\p-locate,1,32,21,16,1,8,0,3,27,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\p-try,1,5,4,4,0,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\parse-json,3,861,626,185,182,149,5,86,380,11,37
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\parse-json\vendor,2,825,597,163,179,142,5,86,380,11,37
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\parseurl,1,155,75,15,20,28,8,52,167,6,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\path-exists,1,25,20,19,3,5,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\path-is-absolute,1,21,14,13,2,5,0,2,6,0,0
